ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,default,SEX_M,delay_count,last,max,pay_slope,last_ratio,delta_ratio,std_ratio,max_jump,cum_slope,last_3_slope
29.0,50000.0,1.0,2.0,47.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
30.0,50000.0,3.0,1.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
31.0,230000.0,3.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
32.0,50000.0,2.0,1.0,33.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
33.0,100000.0,3.0,1.0,32.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
34.0,500000.0,2.0,2.0,54.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
35.0,500000.0,3.0,2.0,58.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
36.0,160000.0,3.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
37.0,280000.0,2.0,2.0,40.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
38.0,60000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
39.0,50000.0,3.0,1.0,25.0,1.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
40.0,280000.0,3.0,1.0,31.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
41.0,360000.0,3.0,1.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
42.0,70000.0,3.0,1.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
43.0,10000.0,2.0,1.0,22.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
44.0,140000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
45.0,40000.0,3.0,1.0,30.0,0.0,False,1.0,0.0,2.0,0.05714285714285723,,,,,,
46.0,210000.0,3.0,1.0,29.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
47.0,20000.0,3.0,1.0,22.0,1.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
48.0,150000.0,0.0,1.0,46.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
49.0,380000.0,2.0,1.0,32.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
50.0,20000.0,3.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
51.0,70000.0,1.0,1.0,42.0,1.0,True,5.0,1.0,2.0,-0.14285714285714254,,,,,,
52.0,100000.0,1.0,3.0,43.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
53.0,310000.0,2.0,2.0,49.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
54.0,180000.0,3.0,1.0,25.0,0.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
55.0,150000.0,3.0,1.0,29.0,0.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
56.0,500000.0,3.0,2.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
57.0,180000.0,1.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
58.0,180000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
59.0,200000.0,3.0,1.0,34.0,0.0,False,5.0,0.0,3.0,0.2000000000000002,,,,,,
60.0,400000.0,2.0,2.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
61.0,500000.0,1.0,2.0,28.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
62.0,70000.0,2.0,2.0,39.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
63.0,50000.0,3.0,1.0,29.0,1.0,True,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
64.0,50000.0,2.0,2.0,46.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
65.0,130000.0,2.0,2.0,51.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
66.0,200000.0,3.0,2.0,57.0,1.0,True,2.0,0.0,2.0,0.457142857142857,,,,,,
67.0,10000.0,2.0,2.0,56.0,1.0,True,3.0,2.0,2.0,-0.5142857142857143,,,,,,
68.0,210000.0,3.0,1.0,30.0,0.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
69.0,130000.0,1.0,1.0,29.0,0.0,False,2.0,1.0,2.0,0.028571428571428536,,,,,,
70.0,20000.0,0.0,1.0,22.0,0.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
71.0,80000.0,3.0,1.0,31.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
72.0,320000.0,2.0,1.0,29.0,1.0,True,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
73.0,200000.0,2.0,2.0,32.0,0.0,False,1.0,0.0,2.0,0.17142857142857149,,,,,,
74.0,290000.0,3.0,1.0,37.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
75.0,340000.0,3.0,1.0,32.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
76.0,20000.0,2.0,1.0,24.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
77.0,50000.0,1.0,1.0,25.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
78.0,300000.0,3.0,2.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
79.0,30000.0,2.0,1.0,22.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
80.0,240000.0,2.0,1.0,44.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
81.0,470000.0,1.0,3.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
82.0,360000.0,3.0,1.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
83.0,60000.0,1.0,1.0,30.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
84.0,400000.0,2.0,2.0,44.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
85.0,50000.0,1.0,1.0,49.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
86.0,160000.0,2.0,1.0,33.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
87.0,360000.0,3.0,2.0,45.0,1.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
88.0,160000.0,2.0,1.0,32.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
89.0,130000.0,3.0,2.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
90.0,20000.0,1.0,1.0,44.0,0.0,True,3.0,2.0,2.0,-0.17142857142857154,,,,,,
91.0,200000.0,3.0,2.0,53.0,1.0,True,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
92.0,280000.0,3.0,1.0,39.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
93.0,100000.0,3.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
94.0,160000.0,2.0,2.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
95.0,60000.0,2.0,1.0,23.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
96.0,90000.0,2.0,1.0,35.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
97.0,360000.0,3.0,2.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
98.0,150000.0,3.0,1.0,27.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
99.0,50000.0,1.0,2.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
100.0,20000.0,2.0,2.0,38.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
101.0,140000.0,3.0,1.0,32.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
102.0,380000.0,3.0,1.0,30.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
103.0,480000.0,3.0,2.0,63.0,0.0,True,2.0,0.0,2.0,0.22857142857142865,,,,,,
104.0,50000.0,1.0,1.0,22.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
105.0,60000.0,2.0,1.0,26.0,0.0,False,5.0,2.0,2.0,-0.28571428571428575,,,,,,
106.0,70000.0,2.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
107.0,80000.0,2.0,2.0,36.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
108.0,350000.0,3.0,1.0,52.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
109.0,130000.0,2.0,1.0,38.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
110.0,360000.0,2.0,2.0,35.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
111.0,330000.0,3.0,2.0,31.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
112.0,50000.0,1.0,2.0,47.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
113.0,280000.0,2.0,2.0,41.0,0.0,True,6.0,2.0,3.0,0.14285714285714282,,,,,,
114.0,100000.0,3.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
115.0,50000.0,2.0,1.0,41.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
116.0,30000.0,3.0,1.0,24.0,1.0,True,3.0,0.0,3.0,0.37142857142857144,,,,,,
117.0,240000.0,3.0,1.0,28.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
118.0,80000.0,2.0,1.0,26.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
119.0,400000.0,2.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
120.0,240000.0,2.0,1.0,38.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
121.0,50000.0,1.0,1.0,37.0,1.0,True,6.0,2.0,3.0,0.02857142857142858,,,,,,
122.0,450000.0,3.0,2.0,40.0,1.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
123.0,110000.0,3.0,2.0,48.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
124.0,310000.0,2.0,2.0,35.0,1.0,False,1.0,2.0,2.0,-0.2857142857142858,,,,,,
125.0,20000.0,3.0,1.0,27.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
126.0,20000.0,2.0,1.0,23.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
127.0,200000.0,1.0,1.0,52.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
128.0,180000.0,3.0,2.0,36.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
129.0,50000.0,2.0,2.0,51.0,1.0,True,0.0,0.0,0.0,0.0,,,,,,
130.0,60000.0,1.0,2.0,55.0,0.0,True,3.0,3.0,3.0,-0.6571428571428575,,,,,,
131.0,30000.0,3.0,1.0,23.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
132.0,240000.0,3.0,1.0,41.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
133.0,420000.0,2.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
134.0,330000.0,1.0,2.0,46.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
135.0,30000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
136.0,240000.0,2.0,2.0,34.0,0.0,True,3.0,0.0,2.0,0.5142857142857142,,,,,,
137.0,150000.0,3.0,1.0,27.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
138.0,210000.0,2.0,2.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
139.0,50000.0,1.0,2.0,51.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
140.0,50000.0,3.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
141.0,240000.0,3.0,1.0,47.0,1.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
142.0,180000.0,2.0,1.0,28.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
143.0,50000.0,2.0,1.0,23.0,0.0,True,4.0,1.0,2.0,-0.3142857142857143,,,,,,
144.0,170000.0,2.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
145.0,20000.0,3.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
146.0,50000.0,3.0,1.0,28.0,0.0,True,1.0,0.0,3.0,0.42857142857142827,,,,,,
147.0,170000.0,2.0,1.0,27.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
148.0,200000.0,3.0,1.0,34.0,0.0,True,2.0,1.0,2.0,-0.3142857142857141,,,,,,
149.0,80000.0,2.0,2.0,23.0,0.0,False,4.0,1.0,3.0,-0.34285714285714286,,,,,,
150.0,260000.0,3.0,2.0,60.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
151.0,140000.0,2.0,2.0,32.0,0.0,True,1.0,0.0,2.0,0.17142857142857149,,,,,,
152.0,80000.0,3.0,1.0,25.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
153.0,350000.0,3.0,1.0,41.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
154.0,280000.0,2.0,2.0,56.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
155.0,30000.0,1.0,1.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
156.0,140000.0,3.0,2.0,34.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
157.0,200000.0,3.0,1.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
158.0,200000.0,1.0,1.0,30.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
159.0,210000.0,1.0,2.0,45.0,1.0,True,6.0,2.0,6.0,0.7428571428571429,,,,,,
160.0,50000.0,1.0,2.0,57.0,0.0,True,2.0,3.0,3.0,-0.6,,,,,,
161.0,30000.0,3.0,1.0,41.0,0.0,True,5.0,2.0,2.0,-0.28571428571428575,,,,,,
162.0,50000.0,2.0,1.0,27.0,0.0,True,2.0,2.0,2.0,-2.5109165672732647e-16,,,,,,
163.0,290000.0,1.0,2.0,47.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
164.0,250000.0,3.0,2.0,34.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
165.0,60000.0,2.0,2.0,46.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
166.0,110000.0,3.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
167.0,370000.0,3.0,1.0,50.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
168.0,100000.0,2.0,2.0,27.0,0.0,True,2.0,0.0,2.0,-0.22857142857142848,,,,,,
169.0,90000.0,2.0,2.0,35.0,0.0,False,1.0,0.0,2.0,0.2857142857142856,,,,,,
170.0,50000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
171.0,270000.0,2.0,1.0,37.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
172.0,300000.0,3.0,1.0,30.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
173.0,50000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
174.0,50000.0,3.0,1.0,24.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
175.0,360000.0,3.0,1.0,29.0,0.0,True,1.0,1.0,1.0,-0.1428571428571429,,,,,,
176.0,130000.0,1.0,2.0,56.0,1.0,True,6.0,1.0,3.0,0.28571428571428575,,,,,,
177.0,80000.0,3.0,1.0,30.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
178.0,50000.0,2.0,1.0,30.0,0.0,True,3.0,1.0,2.0,-0.028571428571428657,,,,,,
179.0,20000.0,2.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
180.0,80000.0,2.0,2.0,29.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
181.0,240000.0,3.0,1.0,37.0,0.0,True,1.0,0.0,2.0,-0.05714285714285712,,,,,,
182.0,80000.0,1.0,1.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
183.0,500000.0,3.0,2.0,47.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
184.0,60000.0,2.0,2.0,24.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
185.0,20000.0,2.0,1.0,25.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
186.0,100000.0,2.0,2.0,38.0,1.0,False,3.0,1.0,2.0,-0.14285714285714274,,,,,,
187.0,360000.0,3.0,1.0,32.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
188.0,200000.0,1.0,1.0,47.0,1.0,False,6.0,2.0,2.0,-7.62567756383732e-17,,,,,,
189.0,130000.0,2.0,2.0,34.0,0.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
190.0,20000.0,2.0,1.0,31.0,0.0,False,6.0,1.0,5.0,-0.028571428571428074,,,,,,
191.0,310000.0,3.0,1.0,32.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
192.0,60000.0,3.0,1.0,27.0,1.0,False,2.0,2.0,2.0,-0.11428571428571435,,,,,,
193.0,180000.0,3.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
194.0,180000.0,3.0,1.0,24.0,0.0,False,1.0,0.0,2.0,-0.05714285714285712,,,,,,
195.0,50000.0,2.0,2.0,36.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
196.0,50000.0,3.0,1.0,24.0,1.0,False,6.0,1.0,2.0,0.14285714285714296,,,,,,
197.0,150000.0,2.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
198.0,20000.0,3.0,1.0,22.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
199.0,500000.0,3.0,2.0,34.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
200.0,30000.0,1.0,1.0,22.0,1.0,False,3.0,1.0,2.0,-0.3714285714285714,,,,,,
201.0,180000.0,3.0,2.0,38.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
202.0,140000.0,3.0,1.0,31.0,0.0,True,2.0,0.0,2.0,0.22857142857142848,,,,,,
203.0,140000.0,3.0,1.0,26.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
204.0,120000.0,2.0,1.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
205.0,360000.0,2.0,2.0,48.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
206.0,20000.0,1.0,2.0,43.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
207.0,100000.0,3.0,2.0,47.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
208.0,210000.0,2.0,2.0,41.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
209.0,80000.0,2.0,1.0,24.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
210.0,330000.0,3.0,2.0,50.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
211.0,220000.0,3.0,1.0,24.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
212.0,210000.0,3.0,2.0,38.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
213.0,40000.0,1.0,2.0,43.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
214.0,30000.0,2.0,1.0,39.0,0.0,True,1.0,0.0,2.0,0.05714285714285723,,,,,,
215.0,470000.0,2.0,1.0,27.0,0.0,True,4.0,2.0,2.0,-0.457142857142857,,,,,,
216.0,30000.0,1.0,2.0,42.0,0.0,True,1.0,0.0,2.0,0.2857142857142856,,,,,,
217.0,240000.0,2.0,2.0,36.0,1.0,False,1.0,1.0,1.0,-0.1428571428571429,,,,,,
218.0,80000.0,2.0,1.0,36.0,0.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
220.0,310000.0,3.0,1.0,38.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
221.0,360000.0,3.0,2.0,40.0,1.0,False,3.0,2.0,2.0,-0.5142857142857143,,,,,,
222.0,330000.0,1.0,1.0,45.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
223.0,300000.0,2.0,1.0,35.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
224.0,320000.0,2.0,1.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
225.0,50000.0,1.0,1.0,37.0,1.0,False,3.0,1.0,3.0,-0.457142857142857,,,,,,
226.0,170000.0,3.0,1.0,28.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
227.0,350000.0,1.0,2.0,44.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
228.0,20000.0,2.0,2.0,37.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
229.0,50000.0,2.0,1.0,23.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
230.0,20000.0,1.0,1.0,24.0,0.0,False,2.0,1.0,2.0,-0.3142857142857141,,,,,,
231.0,50000.0,3.0,1.0,24.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
232.0,20000.0,2.0,1.0,23.0,1.0,True,3.0,1.0,2.0,-0.14285714285714274,,,,,,
233.0,50000.0,2.0,2.0,26.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
234.0,190000.0,2.0,1.0,34.0,1.0,True,3.0,2.0,2.0,0.17142857142857124,,,,,,
235.0,60000.0,2.0,2.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
236.0,80000.0,3.0,1.0,35.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
237.0,150000.0,2.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
238.0,210000.0,3.0,1.0,31.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
239.0,240000.0,1.0,2.0,50.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
240.0,140000.0,2.0,3.0,41.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
241.0,60000.0,3.0,1.0,28.0,0.0,False,3.0,1.0,2.0,-0.3714285714285714,,,,,,
242.0,50000.0,3.0,1.0,39.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
243.0,50000.0,2.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
244.0,180000.0,3.0,1.0,32.0,0.0,False,2.0,0.0,2.0,1.466073469136966e-16,,,,,,
245.0,30000.0,3.0,1.0,40.0,0.0,False,4.0,0.0,2.0,0.45714285714285724,,,,,,
246.0,20000.0,2.0,1.0,40.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
247.0,250000.0,2.0,2.0,75.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
248.0,100000.0,2.0,1.0,27.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
249.0,330000.0,3.0,1.0,25.0,0.0,True,1.0,0.0,2.0,0.17142857142857149,,,,,,
250.0,50000.0,1.0,2.0,46.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
251.0,50000.0,2.0,1.0,26.0,0.0,False,3.0,1.0,2.0,-0.3714285714285714,,,,,,
252.0,30000.0,2.0,1.0,28.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
253.0,140000.0,2.0,1.0,26.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
254.0,160000.0,3.0,1.0,28.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
255.0,400000.0,2.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
256.0,50000.0,2.0,2.0,25.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
257.0,140000.0,2.0,2.0,48.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
258.0,160000.0,2.0,2.0,33.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
259.0,100000.0,1.0,2.0,43.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
260.0,220000.0,3.0,2.0,48.0,1.0,True,1.0,2.0,2.0,-0.2857142857142858,,,,,,
261.0,510000.0,3.0,1.0,29.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
262.0,50000.0,2.0,1.0,29.0,0.0,True,0.0,0.0,0.0,0.0,,,,,,
263.0,160000.0,3.0,2.0,38.0,0.0,False,1.0,0.0,2.0,0.17142857142857149,,,,,,
264.0,230000.0,3.0,1.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
265.0,80000.0,3.0,1.0,37.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
266.0,150000.0,2.0,2.0,25.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
267.0,10000.0,1.0,1.0,23.0,0.0,True,1.0,0.0,2.0,0.2857142857142856,,,,,,
268.0,130000.0,1.0,1.0,49.0,1.0,False,0.0,0.0,0.0,0.0,,,,,,
269.0,40000.0,3.0,1.0,48.0,0.0,False,0.0,0.0,0.0,0.0,,,,,,
270.0,50000.0,2.0,1.0,27.0,1.0,True,3.0,3.0,3.0,-0.6571428571428575,,,,,,
